NO,Àü¿ë¸éÀû(§³),¿ù¼¼±Ý(¸¸¿ø),Ãþ_2019,Ãþ_2020,Ãþ_2021,Ãþ_2022,Ãþ_2023,°ÇÃà³âµµ,X,Y,ÃÖÁ¾ Áý°ª(¸¸¿ø)
3053.13,52.13,23.41,5.6,5.6,5.6,5.6,5.6,2008.34,126.98,37.53,4544.8
39347.76,46.93,2.2,4.16,4.16,4.16,4.16,4.16,2017.65,126.93,37.59,33047.58
17172.68,7.05,156.81,5.03,5.03,5.03,5.03,5.03,2003.98,127.01,37.52,33178.94
9854.38,51.64,88.97,2.78,2.78,2.78,2.78,2.78,2020.19,126.91,37.47,22183.2
32300.7,11.59,40.84,7.81,7.81,7.81,7.81,7.81,2024.07,127,37.48,15814.8
1022.1,39.05,20.97,7.84,7.84,7.84,7.84,7.84,2002.36,127.01,37.54,29105.96
39041.36,40.94,12.99,11.21,11.21,11.21,11.21,11.21,2012.18,126.89,37.53,14107.74
54082.45,44.7,60.27,2.62,2.62,2.62,2.62,2.62,2011.57,127.12,37.56,20223.25
40058.71,6,73.73,6.97,6.97,6.97,6.97,6.97,2008.79,127.03,37.58,6811.66
24502.15,51.93,41.93,5.42,5.42,5.42,5.42,5.42,2015.14,127.06,37.5,19051.57
35415.83,19.23,5.77,3.39,3.39,3.39,3.39,3.39,2022.58,126.96,37.65,18481.06
44346.15,23.49,30.55,4.84,4.84,4.84,4.84,4.84,2004.68,127.05,37.55,31687.9
28535.14,39.64,39.91,4.71,4.71,4.71,4.71,4.71,2006.81,126.94,37.5,22233.11
19809.63,19.87,27.63,3.17,3.17,3.17,3.17,3.17,2016.98,126.9,37.59,10894.64
19579.18,25.08,30.75,9.03,9.03,9.03,9.03,9.03,2017.86,127.04,37.55,27118.4
53951.46,23.61,116.55,9.62,9.62,9.62,9.62,9.62,2017.12,126.89,37.55,24639
32146.32,33.91,99.6,2.62,2.62,2.62,2.62,2.62,2005.98,127.05,37.58,14517.2
57865.71,27.7,135.07,9.03,9.03,9.03,9.03,9.03,2031.38,127.08,37.56,18500.28
66492.18,21.47,22,11.79,11.79,11.79,11.79,11.79,2019.06,127.02,37.54,27007.16
55625.98,69.27,15.51,11.34,11.34,11.34,11.34,11.34,2015.39,127.12,37.58,42380.95
14712.08,34.72,30.97,9.7,9.7,9.7,9.7,9.7,1999.55,126.75,37.49,33453.47
70344.07,40.48,60.71,9.41,9.41,9.41,9.41,9.41,2012.05,127.02,37.53,770.22
59939.4,44.18,114.31,0.15,0.15,0.15,0.15,0.15,2021.24,126.89,37.5,25104.95
17917.06,38.41,3.51,9.95,9.95,9.95,9.95,9.95,2015.97,126.91,37.54,19423.01
12827.31,16.69,64.17,7.31,7.31,7.31,7.31,7.31,2007.61,126.93,37.51,20564.28
10471.16,26.23,29.06,6.25,6.25,6.25,6.25,6.25,2017.28,126.91,37.57,41939.58
5256.62,49.18,50.07,0.14,0.14,0.14,0.14,0.14,2023.16,127.04,37.53,15128.68
38813.35,76.7,42.67,7.9,7.9,7.9,7.9,7.9,2010.82,127.08,37.45,19615.21
44184.59,31.58,6.52,10.57,10.57,10.57,10.57,10.57,2013.46,127.12,37.59,25793.55
20596.72,18.35,0.58,11.71,11.71,11.71,11.71,11.71,2014.16,126.95,37.48,17579.32
51206.93,24.99,15.63,7.62,7.62,7.62,7.62,7.62,2007.06,127.1,37.62,12653.63
54390.57,27.92,47.08,10.73,10.73,10.73,10.73,10.73,2004.26,126.94,37.54,24155.88
43311.32,65.46,55.32,3.38,3.38,3.38,3.38,3.38,2015.35,126.99,37.63,21256.58
82044.87,16.83,67.55,4.81,4.81,4.81,4.81,4.81,2021.92,127.09,37.53,8943.32
24734.18,2.98,79.13,18.5,18.5,18.5,18.5,18.5,2017.46,127.04,37.56,24503.68
26893.83,51.38,15.27,5.91,5.91,5.91,5.91,5.91,2023.46,126.91,37.56,2770.6
33081.82,58.48,23.54,8.72,8.72,8.72,8.72,8.72,2018.08,126.96,37.58,15965.16
73912.36,34.91,1.11,11.67,11.67,11.67,11.67,11.67,2015.03,126.75,37.55,13080.99
36147.42,35.5,30.84,0.85,0.85,0.85,0.85,0.85,2018.62,127.08,37.53,12432.51
43348.37,35.65,100.66,2.97,2.97,2.97,2.97,2.97,2002.94,127.04,37.5,25630.73
57272.82,52.06,89.74,0.54,0.54,0.54,0.54,0.54,2004.13,127.09,37.52,15316.01
44222.41,14.22,5.3,11.38,11.38,11.38,11.38,11.38,2011.7,126.97,37.58,11846.49
21146.3,33.85,1.05,3.9,3.9,3.9,3.9,3.9,2004.31,126.92,37.55,8778.57
53805.68,33.49,64.23,7.57,7.57,7.57,7.57,7.57,2011.15,126.92,37.5,13736.01
16123.73,39.25,24.16,9.32,9.32,9.32,9.32,9.32,1992.62,127.03,37.52,14184.25
16334.25,24.41,7.05,13.51,13.51,13.51,13.51,13.51,2012.27,127,37.58,29111.35
39930.53,59.67,63.38,10.32,10.32,10.32,10.32,10.32,2016.65,127.12,37.47,16917.96
44495.82,51.8,61.47,18.29,18.29,18.29,18.29,18.29,2001.07,126.99,37.49,13597.79
57966.8,47.87,24.2,4.46,4.46,4.46,4.46,4.46,2015.7,126.97,37.57,4758.44
27393.71,38.18,37.38,7.03,7.03,7.03,7.03,7.03,2014.53,127.1,37.53,23513.54
43989.4,22.03,27.9,9.22,9.22,9.22,9.22,9.22,2018.6,126.91,37.5,22429.78
45216.51,20.88,16.3,6.82,6.82,6.82,6.82,6.82,2022.11,126.77,37.5,15167.47
15213.57,34.35,143.56,1.37,1.37,1.37,1.37,1.37,2018.46,126.94,37.48,32960.35
43680.45,40.42,34.33,8.96,8.96,8.96,8.96,8.96,2006.31,126.89,37.53,13388.51
19055.62,9.21,60.6,18.29,18.29,18.29,18.29,18.29,2014.92,126.9,37.55,29243.77
38948.42,31.24,77.93,1.55,1.55,1.55,1.55,1.55,2012.06,126.98,37.54,26994.05
43367.39,65.4,73.83,0.28,0.28,0.28,0.28,0.28,2020.36,127.06,37.53,16493.7
6740,25.18,71.58,6.64,6.64,6.64,6.64,6.64,2030.17,127.03,37.57,5581.61
31651.91,31.74,83.26,2.98,2.98,2.98,2.98,2.98,2033.5,127.03,37.52,21732.02
25348.22,8.94,171.37,10.25,10.25,10.25,10.25,10.25,2013.89,126.93,37.51,45119.21
13072.01,21.01,89.49,13.5,13.5,13.5,13.5,13.5,2018.06,126.99,37.61,30675.52
35111.44,24.57,76.19,6.69,6.69,6.69,6.69,6.69,2011.07,126.9,37.54,22947.8
31806.5,33.91,9.03,5.84,5.84,5.84,5.84,5.84,2010.17,126.97,37.51,12970.07
14857.1,27.74,86.1,9.38,9.38,9.38,9.38,9.38,2007.62,126.96,37.51,39363.57
22874.11,18.51,57.86,13.73,13.73,13.73,13.73,13.73,1993.72,126.97,37.51,11591.27
39720.59,36.17,21.69,5.17,5.17,5.17,5.17,5.17,2025.29,127.05,37.55,15427.14
24686.5,63.35,56.5,4.13,4.13,4.13,4.13,4.13,1990.92,126.91,37.56,14148.51
19358.56,18.17,23.41,3.39,3.39,3.39,3.39,3.39,2004.31,126.99,37.57,21677.19
75329.3,43.55,64.44,7.7,7.7,7.7,7.7,7.7,2006.18,126.98,37.56,21042.88
30731.75,62.56,8.43,8.2,8.2,8.2,8.2,8.2,2009.55,127.02,37.56,100.54
56239.11,46.02,30.77,8.3,8.3,8.3,8.3,8.3,2007.81,127,37.54,21855.12
17873.83,47.24,68.23,10.82,10.82,10.82,10.82,10.82,2001.6,127,37.55,16635.93
56043.15,19.93,13.68,6.61,6.61,6.61,6.61,6.61,2007.18,127,37.5,32964
21707.92,44.76,70.97,9.26,9.26,9.26,9.26,9.26,2010.36,126.95,37.59,27594.41
34242.21,53.82,10.53,6.81,6.81,6.81,6.81,6.81,2008.01,126.84,37.53,4882.33
85675.56,49.24,29.79,1.62,1.62,1.62,1.62,1.62,2018.49,126.96,37.43,1264.54
71840.14,62.09,19.84,9.45,9.45,9.45,9.45,9.45,2018.52,126.76,37.58,19518.16
22739.58,54.88,81.72,8.34,8.34,8.34,8.34,8.34,2020.89,126.71,37.59,26206.72
26906.69,37.42,42.25,3.6,3.6,3.6,3.6,3.6,2011.22,126.79,37.47,32882.91
83178.13,27.16,43.42,12.24,12.24,12.24,12.24,12.24,2004.21,126.81,37.5,31659.41
79883.31,36.5,106.44,9.03,9.03,9.03,9.03,9.03,2014.23,127.19,37.58,40576.01
47036.61,46.68,17.76,9.11,9.11,9.11,9.11,9.11,2026.17,127.04,37.47,32102.7
4435.97,38.3,27.38,10.35,10.35,10.35,10.35,10.35,2000.86,127.07,37.44,23808.52
17477.85,36.13,13.88,10.12,10.12,10.12,10.12,10.12,2010.64,126.96,37.51,31196.02
58224.19,64.07,29.84,7.6,7.6,7.6,7.6,7.6,2015.51,127.2,37.53,7841.69
18982.19,45.77,35.58,7.57,7.57,7.57,7.57,7.57,2024.4,127.11,37.55,35292.58
49240.3,42.01,135.24,6.21,6.21,6.21,6.21,6.21,2013.86,126.87,37.55,29950.61
54942.52,39.55,64.27,9.71,9.71,9.71,9.71,9.71,2020.37,126.96,37.48,25441.07
35822.16,53.68,69.05,5.08,5.08,5.08,5.08,5.08,2012.64,126.92,37.56,11868.14
81395.72,48.71,51.14,0.24,0.24,0.24,0.24,0.24,1994.83,127.08,37.55,29635.68
47053.29,46.82,54.2,7.73,7.73,7.73,7.73,7.73,1999.87,127,37.54,14891.21
29656.31,46.11,29.61,16.94,16.94,16.94,16.94,16.94,2012.62,126.98,37.49,17527.26
956.12,69.7,23.14,5.89,5.89,5.89,5.89,5.89,2012.31,126.96,37.53,34389.95
70042.59,39.95,80.98,7.36,7.36,7.36,7.36,7.36,2016.75,126.92,37.46,16793.86
34393.44,37.8,6.8,8.17,8.17,8.17,8.17,8.17,2016.61,126.94,37.49,34268.45
51489.73,22.55,82.51,10.11,10.11,10.11,10.11,10.11,2009.81,126.96,37.59,19253.55
36331.93,47.84,39.14,10.22,10.22,10.22,10.22,10.22,2018.04,126.96,37.6,27608.09
43311,7.99,22.32,8.86,8.86,8.86,8.86,8.86,2011.48,126.93,37.52,34648.29
27964.24,51.84,153.52,4.37,4.37,4.37,4.37,4.37,2010.82,126.97,37.52,22847.5
38628.05,36.21,28.7,19.1,19.1,19.1,19.1,19.1,2020.18,126.99,37.58,33776.17
53522.99,2.77,49.83,10.43,10.43,10.43,10.43,10.43,2002.51,126.94,37.49,2718.78
43512.93,36.29,1.94,8.18,8.18,8.18,8.18,8.18,2013.27,127.01,37.52,22873.8
55245.01,21.2,61.88,3.68,3.68,3.68,3.68,3.68,2012.75,126.85,37.48,30102.59
22878.42,21.19,1.45,14.46,14.46,14.46,14.46,14.46,2010.13,127.01,37.59,26463.66
33150.66,3.36,117.17,5.1,5.1,5.1,5.1,5.1,2018.28,126.84,37.54,32430.39
15196.68,36.83,18.16,9.43,9.43,9.43,9.43,9.43,2017.18,126.99,37.51,30327.23
50655.49,9.27,93.84,12.95,12.95,12.95,12.95,12.95,2008.51,127.01,37.55,38447.52
5357.82,17.05,5.57,6.24,6.24,6.24,6.24,6.24,2015.68,126.83,37.49,2100.46
28023.3,40.25,42.15,3.85,3.85,3.85,3.85,3.85,2010.66,126.91,37.58,13925.7
48569.19,70.02,29.1,0.2,0.2,0.2,0.2,0.2,2016.44,126.97,37.55,31260.02
14270.47,58.88,120.62,6.44,6.44,6.44,6.44,6.44,2026.21,126.92,37.53,34280.82
26054.92,31.28,18.16,2.77,2.77,2.77,2.77,2.77,2017.43,127.01,37.52,1899.54
32213.8,35.02,16.79,3.47,3.47,3.47,3.47,3.47,2004.05,126.94,37.56,760.07
24216.63,43.41,10.8,10.76,10.76,10.76,10.76,10.76,1992.69,127.08,37.54,4740.71
11543.42,19.25,1.55,14.39,14.39,14.39,14.39,14.39,2014.21,126.9,37.52,47525.14
11476.76,37.63,27.58,6.82,6.82,6.82,6.82,6.82,2024.12,126.94,37.47,32683.7
40544.58,36.94,53.65,3.93,3.93,3.93,3.93,3.93,2022.9,126.94,37.54,5823.02
17866.53,23.67,9.39,4.57,4.57,4.57,4.57,4.57,2012.62,126.9,37.58,1697.19
22214.14,32.98,63.26,7.84,7.84,7.84,7.84,7.84,2011.87,126.93,37.58,35026.36
16648.31,54.29,51.7,1.3,1.3,1.3,1.3,1.3,2003.82,126.99,37.47,12859.32
64206.22,21.86,39.91,11.35,11.35,11.35,11.35,11.35,2017.87,126.83,37.52,23223.82
22696.67,32.14,42.34,3.36,3.36,3.36,3.36,3.36,2010.08,127.02,37.55,18043.94
62173.44,32.41,75.63,15.97,15.97,15.97,15.97,15.97,2019.64,126.84,37.55,15967.42
38073.11,48.46,23.73,9.66,9.66,9.66,9.66,9.66,2006.24,126.97,37.55,22649.52
34096.66,40.2,1.18,4.36,4.36,4.36,4.36,4.36,2016.71,127.03,37.56,34009.13
51195.53,44.13,38.22,7.24,7.24,7.24,7.24,7.24,2017.02,126.9,37.48,9016.14
43605.87,15.86,0.92,5.28,5.28,5.28,5.28,5.28,2006.09,126.98,37.5,33171.78
22610.17,51.33,50.31,2.56,2.56,2.56,2.56,2.56,2014.22,126.93,37.61,1177.79
54921.96,38.53,52.81,5.51,5.51,5.51,5.51,5.51,2009.8,127,37.5,8612.45
37926.72,10.03,77.14,6.55,6.55,6.55,6.55,6.55,2008.64,126.99,37.5,25873.81
43216.11,25.42,62.67,0.32,0.32,0.32,0.32,0.32,1998.38,126.89,37.55,12353.44
11696.55,0.25,13.18,5.76,5.76,5.76,5.76,5.76,1998.39,127.03,37.53,16419.73
20543.95,50.61,97.74,7.3,7.3,7.3,7.3,7.3,2017.8,126.83,37.56,803.93
54705.51,14.85,140.66,4.99,4.99,4.99,4.99,4.99,2015.23,127.06,37.47,26389.94
11216.45,1.18,56.8,3.61,3.61,3.61,3.61,3.61,2004.86,126.99,37.53,32519.36
33455.23,18.48,3.08,6.48,6.48,6.48,6.48,6.48,2004.77,127.05,37.53,26819.2
68740.07,37.16,30.61,8.82,8.82,8.82,8.82,8.82,2002.16,126.83,37.5,14969.53
32494.62,58.06,74.52,8.31,8.31,8.31,8.31,8.31,2002.86,126.97,37.62,27405.56
15242.95,36.77,22.68,5.27,5.27,5.27,5.27,5.27,2016.94,126.89,37.55,17271.07
11553.15,57.41,85.07,12.64,12.64,12.64,12.64,12.64,2013.48,127,37.53,9326
16006.54,49.8,70.26,2.07,2.07,2.07,2.07,2.07,2020.32,127.11,37.57,29760.23
48033.55,22.31,81.5,5.25,5.25,5.25,5.25,5.25,2013.43,127.1,37.6,14886.93
30748.24,24.31,50.64,5.9,5.9,5.9,5.9,5.9,2005.42,126.94,37.49,27663.82
59478.33,37.68,43.76,5.14,5.14,5.14,5.14,5.14,2017.58,127.08,37.61,20829.61
45354.07,27.42,51.31,3.09,3.09,3.09,3.09,3.09,2004.99,127,37.5,25173.92
29064.75,48.03,39.56,11.99,11.99,11.99,11.99,11.99,2018.58,126.98,37.47,41445.61
60443.5,17.13,9.11,9.26,9.26,9.26,9.26,9.26,2014.94,126.92,37.52,23834.88
29103.39,32.28,17.9,5.08,5.08,5.08,5.08,5.08,2013.69,127.09,37.55,2725.21
44046.07,34.25,75.89,5.13,5.13,5.13,5.13,5.13,2021.22,126.95,37.57,12465.26
36540.44,38.22,13.27,12.16,12.16,12.16,12.16,12.16,2013.11,126.89,37.52,33308.63
38233.99,49.43,17.47,14.68,14.68,14.68,14.68,14.68,2012.46,126.99,37.48,20272.68
84877.23,53.05,10.03,5.69,5.69,5.69,5.69,5.69,1999.48,127.16,37.48,22446.57
38603.17,28.32,21.17,11.08,11.08,11.08,11.08,11.08,1991.66,127,37.51,41049.15
43898.86,30.55,48.25,5.39,5.39,5.39,5.39,5.39,2009.23,126.95,37.49,23449.44
22695.26,22.24,87.64,8.24,8.24,8.24,8.24,8.24,2007.23,127.01,37.56,16714.28
30451.39,21.15,73.88,9.55,9.55,9.55,9.55,9.55,2011.37,126.91,37.58,16986.23
1431.45,3.43,50.81,7.08,7.08,7.08,7.08,7.08,2031.09,127.01,37.56,15734.17
67686.65,63.81,17.64,18.09,18.09,18.09,18.09,18.09,1992.07,126.78,37.56,2535.52
22747.67,26.25,99.75,11.76,11.76,11.76,11.76,11.76,2007.59,127.11,37.55,9029.12
86871.62,53.51,23.87,7.77,7.77,7.77,7.77,7.77,2012.2,126.87,37.53,25503.62
47833.73,50.19,43.43,10.09,10.09,10.09,10.09,10.09,2029.98,127.01,37.5,15901.4
50204.66,48.63,82.7,7.41,7.41,7.41,7.41,7.41,2016.54,126.98,37.56,18197.66
39258.78,37.44,67.94,8.49,8.49,8.49,8.49,8.49,2011.87,126.94,37.52,27535.47
50075.85,43.9,46.32,5.34,5.34,5.34,5.34,5.34,2008.46,127.09,37.59,12811.69
17310.36,18.37,25.63,6.55,6.55,6.55,6.55,6.55,2007.53,126.89,37.5,3387.05
23532.88,21.23,3.25,15.42,15.42,15.42,15.42,15.42,2014.39,126.84,37.53,11861.43
37500.77,22.15,13.44,4.12,4.12,4.12,4.12,4.12,2020.69,126.98,37.46,34091.82
64845.86,26.91,5.29,6.46,6.46,6.46,6.46,6.46,2008.04,127.04,37.49,15685.64
54586.2,28.25,10.63,5.54,5.54,5.54,5.54,5.54,2009.72,126.93,37.57,35775.41
74996.12,52.98,134.73,7.12,7.12,7.12,7.12,7.12,2016.19,126.9,37.56,5109.85
1292.63,0.77,49.32,7.37,7.37,7.37,7.37,7.37,2010.56,126.87,37.47,14372.87
49859.54,57.67,48.99,5.19,5.19,5.19,5.19,5.19,2018,127.11,37.53,24907.48
50023.82,56.25,4.4,10.34,10.34,10.34,10.34,10.34,2007.72,126.99,37.54,10526.37
44795.46,41.06,112.4,12.36,12.36,12.36,12.36,12.36,2006.08,126.96,37.51,16232.94
45081.3,3.82,48.04,5.11,5.11,5.11,5.11,5.11,2013.26,126.91,37.55,34579.66
60560.09,21.41,55.98,3.49,3.49,3.49,3.49,3.49,2011.3,126.89,37.42,20461.48
31163.93,6.14,25.95,17.3,17.3,17.3,17.3,17.3,2016.48,126.91,37.52,16738.23
16579.24,36.8,76.73,0.07,0.07,0.07,0.07,0.07,2021.19,127.02,37.5,30782.5
32692.77,38.05,10.48,9.32,9.32,9.32,9.32,9.32,2014.65,126.95,37.61,30672.15
59535.22,47.16,5.96,5.34,5.34,5.34,5.34,5.34,2020.06,126.99,37.51,30891.98
74856.22,66.57,65.18,5.9,5.9,5.9,5.9,5.9,2010.4,126.89,37.53,15324.09
46350.62,21.71,89.18,3.4,3.4,3.4,3.4,3.4,2011.46,127.05,37.58,29254.15
15064.17,43.16,10.17,8.86,8.86,8.86,8.86,8.86,1994.69,127,37.53,33927.36
12574.83,50.28,67.81,10.45,10.45,10.45,10.45,10.45,2012.65,127.05,37.54,32828.67
69540.18,57.46,51.1,2.47,2.47,2.47,2.47,2.47,2012.35,127.07,37.54,30101.82
11060.5,33.86,3.72,4.31,4.31,4.31,4.31,4.31,2007.57,127.03,37.53,14844.85
22563.35,12.1,48.46,8.79,8.79,8.79,8.79,8.79,2021.68,127.1,37.51,40167.45
40429.08,51.42,88.02,3.22,3.22,3.22,3.22,3.22,2006.47,126.83,37.58,16804.01
44960.8,19.32,47.26,17.13,17.13,17.13,17.13,17.13,2026.1,126.94,37.47,30879.39
35558.26,30.98,3.95,11.01,11.01,11.01,11.01,11.01,2013.81,127.07,37.42,17174.34
51045.44,44.6,9.34,1.14,1.14,1.14,1.14,1.14,2008.08,127.16,37.53,14768.44
56409.05,4.43,77.99,11.17,11.17,11.17,11.17,11.17,2006.16,127.09,37.49,3576.94
27243.54,36.43,88.94,10.15,10.15,10.15,10.15,10.15,2004.55,126.89,37.6,18695.93
48064.72,29.31,4.06,13.43,13.43,13.43,13.43,13.43,2006.66,126.97,37.46,21790.65
44092.65,0.66,33.91,11.89,11.89,11.89,11.89,11.89,2012.54,126.96,37.44,1325.95
37537.96,36.19,66.29,6.68,6.68,6.68,6.68,6.68,2014.78,126.96,37.55,17868.56
72493.88,34.32,60.5,13.02,13.02,13.02,13.02,13.02,2006.82,127.01,37.55,11464.04
20144.04,47.68,87.75,0.94,0.94,0.94,0.94,0.94,2017.43,127.05,37.52,13311.77
27315.55,50.52,28.71,16.2,16.2,16.2,16.2,16.2,2015.77,127.11,37.6,24105.45
55338.27,33.08,70.92,1.37,1.37,1.37,1.37,1.37,2019.63,127.04,37.57,12889.42
39043.74,62.97,146.63,13.75,13.75,13.75,13.75,13.75,2020.81,126.91,37.6,2187.04
171.65,43.41,3.06,10.34,10.34,10.34,10.34,10.34,1993.87,126.97,37.49,15093.04
44477.16,35.39,76.54,1.14,1.14,1.14,1.14,1.14,1992.02,127.05,37.56,10291.84
53622.47,35.82,26.58,3.85,3.85,3.85,3.85,3.85,2022.28,127,37.51,29653.84
23447.02,31.01,26.74,1.65,1.65,1.65,1.65,1.65,2016.41,126.91,37.56,21565.49
43518.76,59.38,76.8,4.21,4.21,4.21,4.21,4.21,2004,127.14,37.45,8311.83
48112.54,20.07,70.39,8.36,8.36,8.36,8.36,8.36,2015.18,126.99,37.55,26540.79
9316.16,25.6,5.48,4.04,4.04,4.04,4.04,4.04,2010.45,126.79,37.51,25894.94
47604.49,40.51,55.24,6.26,6.26,6.26,6.26,6.26,2006.74,127.12,37.49,17347.03
42868.62,5.3,25.11,8.46,8.46,8.46,8.46,8.46,2014.58,126.92,37.54,10881.92
7766.79,54.71,1.7,12.17,12.17,12.17,12.17,12.17,2001.21,127.12,37.52,31282.4
81440.45,17.35,88.39,1.69,1.69,1.69,1.69,1.69,2012.29,126.87,37.58,17251.04
36229.59,34.8,116.7,6.97,6.97,6.97,6.97,6.97,2005.78,127,37.52,18076.07
28974.58,40.01,16.68,0.41,0.41,0.41,0.41,0.41,2025.5,126.94,37.54,28441.16
32780.16,34.28,76.67,16.05,16.05,16.05,16.05,16.05,2013.36,126.97,37.47,34424.47
59099.16,20.55,69.66,2.39,2.39,2.39,2.39,2.39,2016.03,126.99,37.53,19044.09
30834.13,44.62,33.16,3.78,3.78,3.78,3.78,3.78,2011.08,126.93,37.58,18882.97
57233.29,49.85,24.29,6.78,6.78,6.78,6.78,6.78,2016.03,126.92,37.61,24285.24
3565.12,7.69,125.82,2.6,2.6,2.6,2.6,2.6,2012.95,126.93,37.48,31443.86
28372.98,18.29,2.37,7.4,7.4,7.4,7.4,7.4,2006.63,126.91,37.5,26527.59
32675.74,49.68,109.38,7.32,7.32,7.32,7.32,7.32,2004.35,127,37.53,27669.65
17968.05,17.86,17.79,5.47,5.47,5.47,5.47,5.47,2024.39,127.11,37.55,29266.3
17031.9,3.08,97.44,10.85,10.85,10.85,10.85,10.85,2003.23,127.01,37.6,17269.92
24081.69,46.46,103.48,3.83,3.83,3.83,3.83,3.83,2007.68,127.06,37.53,28065.25
42649.79,51.41,21.69,9.58,9.58,9.58,9.58,9.58,2010.59,126.94,37.46,26549.8
52815.25,21.08,41.62,6.72,6.72,6.72,6.72,6.72,2009.73,126.95,37.62,14861.39
32386.88,7.78,10.02,8.28,8.28,8.28,8.28,8.28,2025.28,126.84,37.54,14567.74
32484.25,32.14,49.34,4.68,4.68,4.68,4.68,4.68,2015.71,126.88,37.51,20131.2
22455.25,30.73,58.72,6.45,6.45,6.45,6.45,6.45,2006.68,127.01,37.53,28789.98
20141.07,4.03,43.98,2.33,2.33,2.33,2.33,2.33,2000.22,126.9,37.51,29152.68
2323.93,46.5,74.79,18.81,18.81,18.81,18.81,18.81,1994.58,127.11,37.62,23187.34
54563.46,34.51,13.02,3.34,3.34,3.34,3.34,3.34,2000.54,126.92,37.51,5467.92
50134.78,34.15,14.82,2.32,2.32,2.32,2.32,2.32,2021,126.95,37.55,10338.23
40526.52,46.6,50.9,6.86,6.86,6.86,6.86,6.86,2009.22,126.98,37.53,15652.55
56214.17,46.79,20.64,11.5,11.5,11.5,11.5,11.5,2014.46,126.95,37.57,12640.81
40718.82,40.63,80.18,3.31,3.31,3.31,3.31,3.31,2013.45,126.97,37.55,25847.43
34362.61,35.21,68.07,4.63,4.63,4.63,4.63,4.63,2008.69,126.91,37.52,15009.29
13808.45,29.89,103.85,4.87,4.87,4.87,4.87,4.87,2015.41,126.97,37.6,13703.7
64749.42,34.97,29.29,9.59,9.59,9.59,9.59,9.59,2023.94,126.87,37.52,29175.4
1973.68,10.25,95.73,12.63,12.63,12.63,12.63,12.63,2012.39,127.05,37.55,35625.38
44651.17,24.1,18.02,10.8,10.8,10.8,10.8,10.8,2001.9,127.08,37.54,25325.45
30997.87,26.96,59.64,13.85,13.85,13.85,13.85,13.85,2012.55,126.85,37.53,4865.58
53247.19,37.5,25.27,2.38,2.38,2.38,2.38,2.38,2004.76,126.81,37.51,19973.29
17452.9,7.67,5.49,1.71,1.71,1.71,1.71,1.71,2021.94,127.1,37.5,41136.82
18620.23,36.97,62.83,11.19,11.19,11.19,11.19,11.19,2010.86,126.98,37.55,39347.48
11373.79,11.32,7.52,9.5,9.5,9.5,9.5,9.5,2027.03,126.86,37.53,28429.43
46616.81,19.65,18.41,12.33,12.33,12.33,12.33,12.33,2004.24,126.99,37.65,26401.32
47341.92,41.62,15.39,6.84,6.84,6.84,6.84,6.84,2012.59,126.95,37.51,635.45
29564.61,26.7,38.19,6.95,6.95,6.95,6.95,6.95,2011.05,126.92,37.52,33265.38
25102.85,31.28,26.77,3.6,3.6,3.6,3.6,3.6,1996.85,127.14,37.62,15246.52
97257.89,7.7,52.97,6.68,6.68,6.68,6.68,6.68,2012.32,126.92,37.55,24232.04
30430.53,58.53,0.55,10.96,10.96,10.96,10.96,10.96,2016.05,126.88,37.43,12323.75
35420.4,18.72,19.08,6.42,6.42,6.42,6.42,6.42,2004.26,126.88,37.66,23784.2
23643.87,62.85,34.87,6.6,6.6,6.6,6.6,6.6,2019.73,126.94,37.52,37575.01
8960.18,32.89,83.98,10.54,10.54,10.54,10.54,10.54,2025.65,126.89,37.6,35240.66
31486.16,30.39,112.25,8.34,8.34,8.34,8.34,8.34,2010.51,126.85,37.58,8395.51
12426.62,48.54,57.19,12.5,12.5,12.5,12.5,12.5,1999.45,126.95,37.49,23969.84
42360.84,29.18,58.34,6.25,6.25,6.25,6.25,6.25,2002.2,127.01,37.55,14204.42
12786.83,44.08,64.24,9.03,9.03,9.03,9.03,9.03,2007.43,126.98,37.5,13244.29
20341.04,21.39,103.38,5.12,5.12,5.12,5.12,5.12,2016.41,126.96,37.59,16424.36
30663.07,26.63,94.27,3.53,3.53,3.53,3.53,3.53,2013.17,127.15,37.47,22640.37
47779.57,61.69,20.68,8.4,8.4,8.4,8.4,8.4,2002.24,127.03,37.57,19560.72
29338.04,70.33,40.49,1.04,1.04,1.04,1.04,1.04,1998.87,126.97,37.55,22118.06
3809.86,28.53,38.64,3.64,3.64,3.64,3.64,3.64,2011.74,127.1,37.53,15808.04
48625.67,40.83,41.44,6.63,6.63,6.63,6.63,6.63,2024.21,126.87,37.59,16504.22
40380.35,17.41,27.53,10.73,10.73,10.73,10.73,10.73,2010.82,126.98,37.55,21436.71
36580.85,24.98,77.76,1.76,1.76,1.76,1.76,1.76,2010.69,126.87,37.51,34276.69
14423.45,10.81,72.44,9.1,9.1,9.1,9.1,9.1,2007.7,126.79,37.55,11936.59
6789.72,26.74,103.76,11.46,11.46,11.46,11.46,11.46,2014.09,126.97,37.51,21305.63
39183.97,49.65,46.32,0.18,0.18,0.18,0.18,0.18,2009.32,127,37.58,35873.6
52710.06,44.39,58.71,11.05,11.05,11.05,11.05,11.05,2005.95,126.84,37.47,26442.53
26162.74,62.49,34.24,2.97,2.97,2.97,2.97,2.97,2011.7,126.94,37.52,39782.41
29000.94,48.04,15.09,10.56,10.56,10.56,10.56,10.56,2013.61,126.99,37.56,6851.72
